payment_id,customer_id,amount,payment_method,failure_reason,retry_attempts,prior_failures,hours_since_failure,customer_txn_frequency_90d,event_timestamp,true_recovery_probability,recovered
P100914,C521,1705.54,CARD,BANK_TECHNICAL_FAILURE,3,2,4.6,6,2026-03-08T17:00:00,0.6837,1
P100915,C524,1273.31,UPI,NETWORK_FAILURE,3,2,53.0,9,2026-02-24T22:00:00,0.5659,1
P100916,C232,2149.79,CARD,INSUFFICIENT_FUNDS,2,0,18.3,15,2026-03-19T10:00:00,0.3553,0
P100917,C266,2121.23,EMI,BANK_TECHNICAL_FAILURE,2,0,27.6,12,2026-01-19T07:00:00,0.5289,0
P100918,C328,1440.6,UPI,EXPIRED_PAYMENT_METHOD,0,1,10.1,19,2026-02-10T21:00:00,0.542,0
P100919,C542,2873.07,UPI,BANK_TECHNICAL_FAILURE,1,3,21.3,12,2026-01-26T10:00:00,0.8946,1
P100920,C153,262.04,WALLET,INSUFFICIENT_FUNDS,0,2,5.3,18,2026-01-19T09:00:00,0.4091,0
P100921,C229,2905.93,CARD,INSUFFICIENT_FUNDS,3,0,60.6,6,2026-01-22T04:00:00,0.4076,0
P100922,C556,6252.03,UPI,BANK_TECHNICAL_FAILURE,2,0,1.7,27,2026-02-02T20:00:00,0.8323,1
P100923,C533,14156.1,UPI,UNKNOWN,3,2,59.5,29,2026-01-23T16:00:00,0.3141,0
P100924,C80,4797.84,CARD,UNKNOWN,3,2,6.8,23,2026-01-07T22:00:00,0.212,0
P100925,C248,14092.71,UPI,NETWORK_FAILURE,0,0,12.1,25,2026-02-26T07:00:00,0.8451,1
P100926,C277,493.31,UPI,CUSTOMER_ABANDONMENT,2,0,55.2,14,2026-01-16T19:00:00,0.386,0
P100927,C244,4554.35,CARD,UNKNOWN,1,1,48.4,28,2026-01-08T17:00:00,0.2956,0
P100928,C23,970.33,CARD,CUSTOMER_ABANDONMENT,0,3,18.8,14,2026-03-19T04:00:00,0.1901,0
P100929,C127,32439.64,WALLET,CUSTOMER_ABANDONMENT,0,2,19.5,26,2026-03-04T20:00:00,0.2724,1
P100930,C574,354.41,UPI,BANK_TECHNICAL_FAILURE,3,0,0.5,21,2026-02-02T16:00:00,0.8731,1
P100931,C290,1776.45,CARD,BANK_TECHNICAL_FAILURE,2,2,2.0,20,2026-03-14T23:00:00,0.8194,1
P100932,C398,1843.74,CARD,REPEATED_DECLINE,0,0,15.4,18,2026-01-14T00:00:00,0.3045,1
P100933,C366,306.27,CARD,INSUFFICIENT_FUNDS,0,3,6.8,26,2026-03-11T14:00:00,0.4545,0
P100934,C274,1415.89,UPI,CUSTOMER_ABANDONMENT,0,1,1.8,20,2026-03-07T10:00:00,0.4019,0
P100935,C451,6571.56,CARD,INSUFFICIENT_FUNDS,0,2,11.4,19,2026-03-26T20:00:00,0.391,0
P100936,C256,1034.21,CARD,BANK_TECHNICAL_FAILURE,0,0,26.7,27,2026-03-07T04:00:00,0.9072,1
P100937,C235,408.5,UPI,REPEATED_DECLINE,3,0,5.8,8,2026-03-27T10:00:00,0.1931,0
P100938,C449,28112.25,CARD,NETWORK_FAILURE,3,0,19.1,20,2026-03-14T18:00:00,0.8668,1
P100939,C497,2083.05,NETBANKING,BANK_TECHNICAL_FAILURE,2,2,8.0,7,2026-01-19T00:00:00,0.5461,0
P100940,C533,1889.97,UPI,EXPIRED_PAYMENT_METHOD,3,2,15.9,16,2026-02-05T15:00:00,0.4994,0
P100941,C354,616.25,CARD,REPEATED_DECLINE,1,4,43.3,15,2026-03-25T12:00:00,0.2768,0
P100942,C334,11794.59,UPI,CUSTOMER_ABANDONMENT,0,1,2.5,28,2026-03-28T04:00:00,0.4123,1
P100943,C543,20217.28,NETBANKING,BANK_TECHNICAL_FAILURE,0,0,14.5,2,2026-01-17T17:00:00,0.6179,1
P100944,C542,3588.66,UPI,CUSTOMER_ABANDONMENT,2,0,20.9,11,2026-01-06T19:00:00,0.5459,0
P100945,C4,1521.03,CARD,REPEATED_DECLINE,1,4,39.6,13,2026-03-13T20:00:00,0.2389,0
P100946,C144,467.0,NETBANKING,BANK_TECHNICAL_FAILURE,1,3,45.8,27,2026-03-14T10:00:00,0.9061,1
P100947,C212,2178.66,CARD,INSUFFICIENT_FUNDS,2,1,7.3,19,2026-02-23T01:00:00,0.3966,1
P100948,C202,5989.96,UPI,INSUFFICIENT_FUNDS,2,2,47.1,8,2026-03-01T19:00:00,0.2815,0
P100949,C371,1711.89,NETBANKING,INSUFFICIENT_FUNDS,0,0,10.0,19,2026-02-09T10:00:00,0.2385,1
P100950,C442,2620.75,CARD,REPEATED_DECLINE,0,0,20.6,2,2026-02-17T18:00:00,0.2501,0
P100951,C238,8811.2,CARD,REPEATED_DECLINE,2,3,1.4,8,2026-03-01T04:00:00,0.0967,0
P100952,C244,2552.79,UPI,INSUFFICIENT_FUNDS,0,2,2.2,12,2026-01-20T11:00:00,0.4394,1
P100953,C500,5997.25,CARD,INSUFFICIENT_FUNDS,0,1,13.7,28,2026-01-06T05:00:00,0.5338,1
P100954,C324,1988.44,UPI,INSUFFICIENT_FUNDS,2,2,2.1,10,2026-03-11T02:00:00,0.3857,1
P100955,C405,5219.68,EMI,BANK_TECHNICAL_FAILURE,2,0,0.1,18,2026-02-05T23:00:00,0.7834,0
P100956,C562,1773.62,CARD,INSUFFICIENT_FUNDS,3,0,38.1,13,2026-02-14T15:00:00,0.5335,1
P100957,C163,6663.19,UPI,REPEATED_DECLINE,3,1,26.2,13,2026-02-12T09:00:00,0.3024,0
P100958,C279,25336.97,CARD,NETWORK_FAILURE,2,0,10.7,29,2026-03-17T03:00:00,0.8569,1
P100959,C9,2678.3,UPI,INSUFFICIENT_FUNDS,0,0,2.3,16,2026-01-09T13:00:00,0.5586,0
P100960,C210,2990.36,CARD,CUSTOMER_ABANDONMENT,2,0,42.4,21,2026-01-06T05:00:00,0.3823,1
P100961,C186,1598.22,NETBANKING,NETWORK_FAILURE,3,0,6.6,11,2026-02-02T04:00:00,0.7864,0
P100962,C314,17651.92,CARD,BANK_TECHNICAL_FAILURE,0,1,4.5,18,2026-03-19T22:00:00,0.7432,0
P100963,C462,2056.96,UPI,CUSTOMER_ABANDONMENT,0,0,13.8,10,2026-02-18T22:00:00,0.2562,0
P100964,C576,8505.99,WALLET,INSUFFICIENT_FUNDS,3,0,37.1,26,2026-02-15T03:00:00,0.5419,0
P100965,C14,4755.05,CARD,EXPIRED_PAYMENT_METHOD,2,0,32.8,28,2026-03-22T02:00:00,0.4919,1
P100966,C275,455.93,CARD,BANK_TECHNICAL_FAILURE,1,1,35.8,16,2026-02-23T12:00:00,0.9496,1
P100967,C93,4619.05,CARD,REPEATED_DECLINE,3,1,30.7,12,2026-02-14T22:00:00,0.2875,0
P100968,C68,3973.45,CARD,REPEATED_DECLINE,1,2,20.0,9,2026-02-21T13:00:00,0.1626,1
P100969,C450,423.22,UPI,CUSTOMER_ABANDONMENT,3,0,15.6,9,2026-03-03T05:00:00,0.167,0
P100970,C127,11540.45,CARD,CUSTOMER_ABANDONMENT,0,1,46.1,18,2026-01-02T09:00:00,0.3693,0
P100971,C394,1728.71,UPI,REPEATED_DECLINE,2,0,5.0,27,2026-01-10T23:00:00,0.3621,0
P100972,C39,2970.48,CARD,BANK_TECHNICAL_FAILURE,0,4,38.7,19,2026-01-31T13:00:00,0.97,1
P100973,C295,100.36,CARD,INSUFFICIENT_FUNDS,1,1,7.2,5,2026-02-03T14:00:00,0.383,0
P100974,C129,10948.93,CARD,INSUFFICIENT_FUNDS,2,0,14.7,7,2026-03-30T03:00:00,0.3898,1
P100975,C272,2606.8,CARD,BANK_TECHNICAL_FAILURE,2,1,25.1,17,2026-03-13T07:00:00,0.8858,1
P100976,C409,4847.51,CARD,UNKNOWN,0,0,2.3,5,2026-03-25T07:00:00,0.3964,0
P100977,C126,757.36,UPI,REPEATED_DECLINE,2,0,58.9,28,2026-02-26T00:00:00,0.2593,0
P100978,C577,487.74,UPI,INSUFFICIENT_FUNDS,0,1,15.5,28,2026-03-28T14:00:00,0.5282,1
P100979,C380,915.64,CARD,EXPIRED_PAYMENT_METHOD,0,0,0.3,26,2026-02-04T22:00:00,0.7952,0
P100980,C477,622.59,NETBANKING,BANK_TECHNICAL_FAILURE,3,2,41.1,5,2026-01-20T20:00:00,0.5678,1
P100981,C335,5512.88,NETBANKING,BANK_TECHNICAL_FAILURE,3,2,25.1,18,2026-03-06T05:00:00,0.705,1
P100982,C392,4374.61,UPI,REPEATED_DECLINE,0,2,14.9,20,2026-03-02T00:00:00,0.2486,1
P100983,C325,373.22,UPI,BANK_TECHNICAL_FAILURE,2,1,12.0,14,2026-03-29T17:00:00,0.9029,0
P100984,C552,3844.3,CARD,INSUFFICIENT_FUNDS,3,2,6.5,13,2026-01-27T19:00:00,0.4906,0
P100985,C262,1476.94,WALLET,CUSTOMER_ABANDONMENT,0,1,5.1,16,2026-01-21T04:00:00,0.2201,1
P100986,C226,1498.91,CARD,UNKNOWN,0,0,38.7,27,2026-03-21T03:00:00,0.5722,1
P100987,C382,3925.6,CARD,REPEATED_DECLINE,3,1,1.2,27,2026-01-01T16:00:00,0.3387,1
P100988,C531,1946.46,WALLET,BANK_TECHNICAL_FAILURE,0,0,8.9,21,2026-03-02T20:00:00,0.7183,0
P100989,C176,22519.65,CARD,INSUFFICIENT_FUNDS,0,2,41.0,4,2026-01-14T04:00:00,0.4623,1
P100990,C306,549.16,WALLET,UNKNOWN,2,2,7.8,28,2026-01-29T14:00:00,0.2341,1
P100991,C145,1224.26,CARD,REPEATED_DECLINE,0,0,27.9,18,2026-03-20T13:00:00,0.3193,1
P100992,C169,2484.87,CARD,NETWORK_FAILURE,0,1,15.0,4,2026-03-27T08:00:00,0.97,1
P100993,C108,3004.72,WALLET,BANK_TECHNICAL_FAILURE,1,3,12.3,7,2026-02-07T21:00:00,0.743,1
P100994,C63,2477.36,CARD,INSUFFICIENT_FUNDS,2,1,20.9,26,2026-01-01T05:00:00,0.3369,0
P100995,C167,1025.95,CARD,BANK_TECHNICAL_FAILURE,2,3,7.0,22,2026-03-08T13:00:00,0.683,0
P100996,C365,1495.47,CARD,CUSTOMER_ABANDONMENT,0,1,3.6,26,2026-03-12T07:00:00,0.4519,1
P100997,C426,7421.0,CARD,INSUFFICIENT_FUNDS,1,1,9.0,29,2026-01-05T06:00:00,0.4345,1
P100998,C376,1217.74,EMI,UNKNOWN,3,1,12.9,3,2026-03-21T22:00:00,0.1734,0
P100999,C466,11771.33,EMI,BANK_TECHNICAL_FAILURE,3,0,14.6,23,2026-02-08T04:00:00,0.7856,1
